author,ulasan,like,publis
@BambangTriantoro-yr7dw,Taksi terbang sama teleport asyik juga ya,0,2025-11-02T02:32:03Z
@BambangTriantoro-yr7dw,Ke suku badui dan suku pedalaman lainnya bareng yotubers lain,0,2025-11-02T02:31:24Z
@KakakShaudah,Otw beli tapi nunggu 8 tahun 😂 biar harga 4 jutaan 😊,0,2025-11-02T02:31:08Z
@BambangTriantoro-yr7dw,Review naik gunung mancing ikan di laut mancing ikan di empang bareng yotubers lain,0,2025-11-02T02:30:35Z
@BambangTriantoro-yr7dw,Gadget in saya fakir saya tidak ada keterampilan kerja saya sabar dan bersyukur,0,2025-11-02T02:29:22Z
@FreezyHime,Clark kent moment anjir,0,2025-11-02T02:26:34Z
@rendyherdianto2396,Microphone lebih jernih pas kamera depan,0,2025-11-02T02:19:18Z
@d0humand,bang david bahas samsung A17 donggggggg kan kemarin A16 udah sekarang A17,0,2025-11-02T02:12:37Z
@DioAhmad-y1s,redmi turbo,1,2025-11-02T02:03:21Z
@anikkomputernanang232,"bng reviuw hp oppo k13 turbo
please bg
penasaran worth it g ya",0,2025-11-02T01:57:27Z
@matthewmarcelino33,"Tolong review Iqoo 15 bang David, thanks",0,2025-11-02T01:47:46Z
@leo_story21,"Awal upload males banget nonton, karena udah banyak yang review, tapi lewat Mulu di branda, akhirnya nonton juga",0,2025-11-02T01:45:17Z
@vanmaz3410,Masuk ke indonesia gak ya nanti,0,2025-11-02T01:41:22Z
@wirda88,"Masalahnya andro ini klo udh smpe koko koko roxy, klo dijual ntah harganya anjlokkkk bgt 😅
Timbang ip 
Masih jdi misteri bgt bisaaaa gtu",0,2025-11-02T01:24:26Z
@tengakarta,WAAW tapi tidak waw 🙃 (11:55),0,2025-11-02T01:21:07Z
@KyoShi-uf7im,Plis review realme 15t 5g bg,0,2025-11-02T01:13:51Z
@fransiscor.n9288,emang beda kalo gadgetin yang bahas siomay 17 pro max jujur²an bilang aja jiplak ipin straight to the point dan bilang ipin user gabakal iri sama fitur siomay 17 pm  beda sama ripiwer lain terutama yang kecil² dibelakang habis²an soal penamaan masih aja ada alibinya bilang bukan niru bla bla..😂,0,2025-11-02T01:13:01Z
@djorinrh3483,13:10 ini game apa ya..,0,2025-11-02T01:10:56Z
@aalhokage7384,🥴,0,2025-11-02T00:55:59Z
@ILHAMSELEBEW-h9o,unboxing hp tecno spark 40 pro plus dong,1,2025-11-02T00:26:59Z
@mohmedfarhan7168,Itu layar belakang nya ada casing khusus yg ada tombol"nya jadi layar belakang nya bisa di pake main tapi harus pake casing khusus nya,0,2025-11-02T00:22:44Z
@SaidhanzalahAlfani-b3d3q,bang bahas realme 15t bang,0,2025-11-02T00:20:58Z
@ferasitumorang6322,Xiaomi tuh masih ada iklan2 ga sih?,0,2025-11-02T00:00:33Z
@Apriyudapratama,Xiomi emang keren sih,0,2025-11-01T23:42:57Z
@sadgaming2806,"Unboxing barang aneh lagi dong, udah 10 bulan",0,2025-11-01T23:33:46Z
@coconut7544,"Kok beda yaa suara di kamera depan dan belakang, justru bagusan kamera depan ya mic nya wkwk apakah emang dibagian yang bisa diperbaiki saat update atau hanya pas produksi bisa diperbaikinya?",0,2025-11-01T23:15:14Z
@ukind101,apple kan made in china sparepartnya. jadi wajar si kalo designya mirip2,0,2025-11-01T23:01:52Z
@bungapelangi496,"Iphone menang nama, jd mereka bikin desain gak lebay pun tetep jd incaran kaum gengsi",0,2025-11-01T22:54:20Z
@adenandang2072,Review POCO M7 Maximum Bang,0,2025-11-01T22:45:08Z
@diftoprofilkodenya6750,8,0,2025-11-01T22:35:25Z
@hooh03,"mau beli x17 pro klau rusak ap bisa brnerin di xiaomi center indo dri segi sperpart dan tekinisi
Klo di vivo x200 pro mini bisa di indo,nnyi sperpartnya dikirim dri luar",0,2025-11-01T22:31:35Z
@Onelchannel16,Sip,0,2025-11-01T22:31:28Z
@habibur.rahman98,Next Xiaomi 18 Ultra Pro Max Premium Plus,0,2025-11-01T22:24:52Z
@tuslamtusuk3070,Ini berasa wah banget buat vidio,0,2025-11-01T21:44:41Z
@beddubed2186,next infinix xpad 20 pro bg,0,2025-11-01T21:23:19Z
@NIELL0_,Ini cuma gw apa emang reply dari tiap top comment pada ngehate/kepanasan ya?? Perasaan Terakhir gw liat gadgetin komen & reply nya pada adem dah,0,2025-11-01T21:16:54Z
@felixfebrian962,Keren bat,0,2025-11-01T20:50:52Z
@Nuiiya-0renji,"Layar belakangnya itu mirip kayak hp2 jaman 2010-an, kayak flipphone sony yg klo ditutup itu dicasing atasnya bisa touch screen buat mutar mp3, yg xiaomi ini versi upgrade yg beneran touch screen",0,2025-11-01T20:08:21Z
@paijutttsgallery2524,"sudah mau akhir tahun bang, ditunggu rekomendasi hp yg worth it 2026",0,2025-11-01T19:58:39Z
@Gibran-x6f9e,bg rewiew iqoo 15,0,2025-11-01T19:55:32Z
@ucuugayuh,"Pengguna iPhone Budak barat.
Tiap pembelian unit sebagian untuk membiayai isreal membunuh saudara saudaraku di Gaza",31,2025-11-01T19:28:28Z
@raihanrey001,bang,0,2025-11-01T19:08:20Z
@7ulid3ndy57,Kalah di semua lini...ip,0,2025-11-01T19:02:25Z
@DedeTinungki,coba tekno spark go2 bang,0,2025-11-01T18:35:04Z
@playstation4-km2dd,bahas infinix note 50s 5G/ infinix note 50x 5G. bang david,0,2025-11-01T18:33:49Z
@pengentau1205,iphone malah mengPOCO kan diri🗿,0,2025-11-01T18:31:39Z
@lylamariza,kk bisa NFC yg buat cek saldo kartu elektronik buat transportasi umum?,0,2025-11-01T18:07:21Z
@L3XS.,Bg coba review iqoo Z10 R,0,2025-11-01T17:51:48Z
@yoyokaldifelaniindosat5345,AppLe : 2075 😒,0,2025-11-01T16:51:45Z
@Pemulabisaapa,layarnya bgus,0,2025-11-01T16:36:30Z
@defkiapipfiansyah5469,"Lama bet, lebih ke tertarik nunggu gaget-in",0,2025-11-01T16:36:30Z
@istanalangitKE7,Cuma Mau Nonton bang ❤,0,2025-11-01T15:54:08Z
@Javaneseh,Hp mahal pun ikutan andro😂😂😂,1,2025-11-01T15:50:28Z
@wildanasfliasqol70,p,0,2025-11-01T15:48:06Z
@AndraNcr,Note 9 pro max bukan nya ada bg?😅,0,2025-11-01T15:42:08Z
@xeonboyz,Iphone cupuuu skrg,0,2025-11-01T15:36:23Z
@aliahsan1850,Kak request Samsung A17 yang sdh dilengkapin AInya dari Iklan awesomenya tolong ya kak ❤❤❤,0,2025-11-01T15:21:57Z
@ansalwa,"22:25 benerrrr fitur paling paling paling bermanfaat apalagi buat yang suka foto pake tripod sendirian aja, ga takut lagi kalo salah ekspresi krn bisa liat😭",0,2025-11-01T15:07:37Z
@channelgakpenting1968,Info hp mid tren terbaru dong,0,2025-11-01T15:04:12Z
@AbdulWahidulKhoir,"Akhirnya ini yang gua tungguin dari konten Lo kooh, sebelumnya liat di channel sebelah tapi gua mau tau respon lu aja",0,2025-11-01T14:57:29Z
@Lord77793,"Awowk itu Poco yg mana bang,kiri atau kanan😹",0,2025-11-01T14:45:59Z
@yudhapermana9001,Iphone haters puaaassss bangett kali ini.. gw akuin iphone sangat mengecewakan. Aluminium 25jt 😊,12,2025-11-01T14:40:14Z
@RobToys,Bro hp special china mkt apa bisa install WhatsApp disini? Thanks,0,2025-11-01T14:24:09Z
@zalMc5,bg review Oppo find x9 pro,0,2025-11-01T14:23:37Z
@maulanaabdilah2504,bang review infinix note 50X dong,0,2025-11-01T14:17:00Z
@Gotalis01,"Bang, bahas Realme 15T bang😊",1,2025-11-01T14:15:54Z
@aslikhulikhwan4737,"Walaupun di mirip-miripin ke iPhone, tapi aku malah salut sama design layar belakang yang langsung seperti itu. Tidak seperti cover screen flip Samsung yang harus sampai serie 7 baru full layar(CMIIW) Gak tau ini perbandingannya ""Apple to Apple"" atau gak ya.",0,2025-11-01T14:12:00Z
@robbysutomi,hp yg gak punya pendirian😅,0,2025-11-01T14:09:52Z
@auliarahaman4808,Bang tolong dong review hp nubia z 70 ultra bang,0,2025-11-01T14:03:22Z
@sauturupmanalu,Nanti IP juga akan pakai layar di belakang kayak Xiaomi 😂,0,2025-11-01T13:34:56Z
@naefizkmn4565,17... 1+7=8 bang.. 😁,0,2025-11-01T13:19:15Z
@dymy1728,"Lol,, elo bandingin langit dan Bumi. Xiomy ngebut d awal,, 2-3 th udah letoy,, itu Ip. Yg 7 plus saja masih bagus sampai th sekarang. Punya XR jga,, masih sering d mainkan ML.",0,2025-11-01T13:11:13Z
@bachrulazali7193,Semua hp kamera dlu ada kok. Apalagi d sony Ericsson bisa pas banget kalau pake kaca cembung kecil nya,1,2025-11-01T13:00:25Z
@erdianaden1353,Jgn lp koh David udh ada pendahulunya 17 promax yaitu xiaomi 11ultra,3,2025-11-01T12:53:25Z
@DonySandrego-fh6tu,Berarti masih enak samsung A 56,1,2025-11-01T12:49:57Z
@Islamkhazanahofficial,keren sih,1,2025-11-01T12:47:23Z
@doraae7074,15jt,1,2025-11-01T12:43:06Z
@JayaJaya886-i6l,Bang kapan bikin rekomendasi HP tahun ini?,1,2025-11-01T12:34:44Z
@AliSy98,"Apa cuma gw yg anti sama Ip karna dari gen 10 - 14 buat maen game sering lyar tiba"" redup  dan crash, batrai boros banget ketika panas, sedangkan android ttep nyman dipake karna panas itu wjar 😂",1,2025-11-01T12:32:22Z
@fastsamarinda4018,"Ximi yes...iOSrael skip, ditunggu ximi mbrojol resmi",1,2025-11-01T12:32:22Z
@AqibRohmatulAdhim,"Bang, review ""Galaxy XR"" bang!
🙏🙏🙏",1,2025-11-01T12:28:38Z
@Elang_laut25,"Banyak Android  yang canggih kuat hebat tinggal pilih,tapi iPhone tetap iPhone, kelas,gaya hidup,status..tinggal pilih mau yang mana",1,2025-11-01T12:26:27Z
@a.naufalr,Bener2 seakan China nyatain perang lewat pasar... Sadis...,220,2025-11-01T12:22:57Z
@Thegumelar1515,Di china aku dapat harga 13jt di indo 20jta lebih😅,1,2025-11-01T12:18:01Z
@khairiroziqin9216,"13:18 di region natlan untuk musiknya mengambil referensi negara2 di area cincin api tektonik. Termasuk meksiko, afrika bahkan indonesia.",2,2025-11-01T12:10:56Z
@prtamaa.p5823,Semoga masuk Indonesia,1,2025-11-01T12:09:45Z
@Khojon27,Tetap Realme 15 pro paling Worth sih 😅 apalagi yang Special Edition kesan mewah banget nya dapet 🗿,1,2025-11-01T11:50:14Z
@RVLPRODUCTION-xl1rb,Bukan kaum mending tapi emang gaa bisa kebeli🥱,1,2025-11-01T11:49:19Z
@AryaDhani-j3p,"Bang David, plis riview Iqoo Z10R 5G",1,2025-11-01T11:40:51Z
@ahmad_nafa_arrasyid,"25:02 kalau yang ini alternatifnya bisa cari case aja yang ada cermin, tergantu seberapa kreatif brand² caseing",2,2025-11-01T11:37:48Z
@iyan_sambas,Mi 11 ultra harus pada ingat ya,1,2025-11-01T11:35:54Z
@fefemitha9740,kameranya agak washed banget yaa..,0,2025-11-01T11:34:30Z
@syahrulgunawan449,"Sial emg 14T sya blm kurang lebih 1 tahun pemakaian, kamera nya udh geter² autofokusnya blur, chat Xiaomi di wa sih ditanggapi, garansi yg katanya 3thn nyatanya tetap suruh bayar, terus arti garansi itu sendiri itu apa sih?",0,2025-11-01T11:31:29Z
@WahyuAnggaSaputra-s4e,Kapan review oppo find x9,0,2025-11-01T11:31:07Z
@rintojunipikoardi1312,saya kuatnya beli PROMAG,0,2025-11-01T11:30:36Z
@budimanurung4041,bang bahas iqoo z10r,1,2025-11-01T11:30:00Z
@rahmanarif9046,Emang udh reales bang di indo?,0,2025-11-01T11:27:51Z
@Nolepzzzz,Bang cobalah review inoi a75 elegance hp Eropa yg bagus di hargabya,0,2025-11-01T11:13:24Z
@BorneoProject,Itu kepala chargenyaa kek iphone wkwk,0,2025-11-01T10:55:08Z
@AbangAngga112,Xiaomi kren,1,2025-11-01T10:53:26Z
@agrietpramudia2294,Gimana bang itu pesanya??,0,2025-11-01T10:35:17Z
@Renat4_CH,REVIEW INFINIX NOTE 50X,0,2025-11-01T10:28:42Z
@Wleee-f7f,Bang coba bahas iqoo z10r,0,2025-11-01T10:25:58Z
@artroom5192,Karna Xiaomi ulangtahun ke 17. Makanya melompat ke 17,0,2025-11-01T10:23:04Z
@ri_irazh,"xiaomi ngebet kolab sama ip, oppo : ""😂""",0,2025-11-01T10:07:12Z
@anasdwisubekti3756,Camera putar sebelum nya samsung A80 udah make,0,2025-11-01T09:55:00Z
@ramdhanzni,"mending ini mending itu,tapi kn iphone bukan buat kaum mendang-mending🙃🗿",1,2025-11-01T09:41:34Z
@sandiardito4108,Topimu merek apa bang..?,0,2025-11-01T09:33:31Z
@naura-n1y,Bg req HP gaming 2025 dana pelajar,0,2025-11-01T09:28:22Z
@dinizarafrian2461,"apple kan juga ada pabrik di cina :D masa nggak curiga, mungkin TKDNnya mungkin gov cina ngasih syarat harus ngasih tau desainnya atau teknologinya",0,2025-11-01T09:21:55Z
@kinkyhyaaseliy,4x4=16 wahh konspirasi 😮,0,2025-11-01T09:17:41Z
@calvin14days,bang coba bahas laptop zyrex dtech pro  spek segitu harga 6jt doang. kira kira yang dikorbanin apa ya..?,1,2025-11-01T09:07:38Z
@firdausinhabibi675,infinix  xpad 20 pro bang David🙏🙏,0,2025-11-01T09:06:03Z
@HudaArief-e7o,Siap siap bang sebentar lagi bakalan review kingfinix..pasti bakalan ngikutin model kaya gini dgn harga GAK NGOTAK..,0,2025-11-01T09:04:58Z
@kyykyyyyooooyoo-b1z,Bang coba redmi k90 promax,1,2025-11-01T09:01:40Z
@muhammadabyanaffan9955,"Ketika 2 HP dengan fandom terbesar dibandingkan, hasilnya.. duarr 2 hari 2jt+ viewer 😂",0,2025-11-01T08:54:59Z
@Yehezkiel.H.HRonoko,"14:12 patah² tuh 












hp saya",0,2025-11-01T08:45:05Z
@09shadowjet,"Vid, review Unihertz Titan 2 dong",0,2025-11-01T08:44:30Z
@setyabubursumsum,kapan buat konten misteri box lagi bang😢,0,2025-11-01T08:44:18Z
@IfanFajarnugraha,"bang saran budget 4jt ambil hp apa ya kira? buat ngonten, kamera nya yg lumayan lahh",0,2025-11-01T08:40:33Z
@Vasto_Lorde512,Iphone inovasi nya stuck gtu2 ae layar 120hz aja baru kemarin wkwk. Kalo brand2 selain iphone inovasinya gila2an,0,2025-11-01T08:35:31Z
@talitata3173,kerren uiiy,0,2025-11-01T08:33:01Z
@ryfojuan7114,yeay msh dapet casan!!,0,2025-11-01T08:29:09Z
@tsaniarahma_20-08,"bang,mending hp vivo y19s gt 5g atau redmi 15 5g?plis minta saran nya soal nya bingung antara 2 hp ini 😢😢",0,2025-11-01T08:10:47Z
@MuhammadDimas-m9s,Unboxing Realme GT 8 Pro bg,0,2025-11-01T08:08:36Z
@ScorpioNoted,17 >> 1+7=8 hoki banget bang😅,0,2025-11-01T08:04:05Z
@AlvinFatir-k7r,"1:25 klo emang sial dlu ga bakal ada redmi 4, 4a dll",0,2025-11-01T07:47:28Z
@mr.anggacahyono,Teralalu mudah mengalahkan iphone😂😂😂.hp apple krowak doang😂😂,0,2025-11-01T07:47:02Z
@IrmaNurma-j4h,Bang review Oppo find x9 pro dong please 🙏,0,2025-11-01T07:44:45Z
@Kikiamaliaz,"Jadi, bang, antara Huawei Pura 80 Ultra dan Xiaomi 17 Pro Max, lebih oke mana dr segi kamera dll?",0,2025-11-01T07:37:50Z
@FelixGanteng-k5o,"bang kalo ada waktu tolong bang review iphone 12 promax apakah masih layak di pake di tahun 2025
semoga abang bikinin videonya Terima kasih gadgetin semoga berkembang terus channelnya",0,2025-11-01T07:26:59Z
@BayGanteng-b5i,Bang cepet cepet riviwe Oppo find x9,0,2025-11-01T07:26:48Z
@madsegaf,Bang jangan lupa November ini review iqoo15,0,2025-11-01T07:24:51Z
@maulanaphemau1488,Mau tau yang lebih bagus mana? Liat aja para reviewer pake Iphone atau Xiaomi untuk daily drivernya?,0,2025-11-01T07:21:08Z
@eik_gmng1709,Mending iPhone klo aku mah 👍🏽👍🏽👍🏽,1,2025-11-01T07:20:37Z
@deadwood2656,iphone smenjak khilangan steve sperti kehilangan jati diri🤣...,0,2025-11-01T07:18:55Z
@immouse25,Review galaxy xr,0,2025-11-01T07:10:00Z
@idmanmamahmu1221,kaleng china bileke: gweh ws ora sepeleee🤙🤙🤙😋,0,2025-11-01T07:04:53Z
@RidwanBocicit,Next samsung a17 bang yg udh ois kameranya🙏,0,2025-11-01T06:56:37Z
@muhammadlatiffatwanudin2110,itu poco apaan dah?,0,2025-11-01T06:52:46Z
@ArdaaBangsa,20:56 woooilah wkwkwk,0,2025-11-01T06:50:05Z
@SitiNurholisah-t4o,Jujur kalo punya uang banyak gua lebih milih xiaomi 17 promax ini sih timbang iphone karna udh nyaman sama xiaomi dari 2017 sampe sekarang karna mesin nya ok kamera ok.,0,2025-11-01T06:46:30Z
@zaqollabet,apakah ada infrared blaster nya juga mohon infonya,0,2025-11-01T06:42:45Z
@dimashermawan829,Xiaomi udah benar kamera nya kek gitu karna sebelum nya udah ada style nya Xiaomi yang kek gitu,0,2025-11-01T06:38:20Z
@Kholid_khotib,iPhone 17 pro mirip Xiaomi 11 ultra,0,2025-11-01T06:24:23Z
@ransa10x,bang di fb lu lagi dihujat bang,0,2025-11-01T06:01:12Z
@Dapa_2333,'Absen blitar hadir 😊,1,2025-11-01T05:53:23Z
@KayTzy2,Review iqoo z10R 5G lah bang,0,2025-11-01T05:51:11Z
@brgf293,"Ada 1 kamera kasihan ya karena dikucilkan, bang mau ngelawak atau mau mereview hp bang😂😂😂😂",0,2025-11-01T05:48:04Z
@10.Biantara,😮,0,2025-11-01T05:44:39Z
@frinzymahendra51,Hp Oppo find x9 pro dan Oppo find x9 biasa gimana,0,2025-11-01T05:38:02Z
@Bambangsj,Makin panas persaingan China dan USA,0,2025-11-01T05:33:16Z
@alghaziclips,Tp gila si shopyzid itu udh lama banget gw beli di dia terus kalo online trusted,0,2025-11-01T05:24:15Z
@albinostalgi,aku liat abang ini mirip Fiki Naki,0,2025-11-01T05:22:44Z
@kevinnrz,"xiaomi membela negaranya, setelah amerika semena mena terkait pajak, iphone yang biasanya gak pernah bocor next rilisnya apa, designya di bocorin cina waktu itu karna masalah pajak di naikin amerika. lalu xiaomi membela dalam bentuk cara merilis dengan series sama dan nama yang menyerempet😂, kalo gak percaya cina dan amrik lagi panas, coba liat minggi ini pertemuan presiden cina dan amerika seakan tidak senang presidenya cina 😂",0,2025-11-01T05:19:56Z
@athaans6862,Xiaomi 🎉,0,2025-11-01T05:18:10Z
@Duhhh-666,Yang tadi malem di RCTI kiw kiw 😂,0,2025-11-01T05:00:29Z
@ferdinandadisetiawan5963,7:29 kayaknya ini design yang diperbarui dari Mi 11 Ultra. 17:47 kalau ini wallpaper Dari Xiaomi Pad 7 Series,0,2025-11-01T04:55:22Z
@saifulfandi.5559,"Bang review yang redmi note 15 dong, masih nunggu nih reviewnya,",0,2025-11-01T04:51:58Z
@jnchannel8298,mantab,0,2025-11-01T04:44:46Z
@Fardhan-br3ly,Sekali-kali review proyektor bg,0,2025-11-01T04:39:46Z
@mastercelli9380,"Uda tes coba fhoto/vidio dibawah matahari durasi lama, biasanya penyakit xiaomi cepat panas 😢😢",0,2025-11-01T04:38:56Z
@antdification,kalo ngomongin desain POCO m3 ketawa liat ini 😂😂 duluan gw daripada iphone,0,2025-11-01T04:34:40Z
@jonathanedward5288,"Saya bingung deh, sebagus apapun kamera android. Kok pas di upload Instagram atau tiktok, tetep bagusan iPhone ya?",0,2025-11-01T04:34:00Z
@barudakbandung8083,"2 hari upload langsung 2 jt views, perdebatan panas nih Xiaomi dan iPhone 😂",0,2025-11-01T04:28:31Z
@NizarDzikri26,Bang review hp Realme 15T 5g,0,2025-11-01T04:28:23Z
@Ahmadsamehdaku123,Siomay punya fans tersendiri mereka akan suka kalo mereka sebelmnya pakai siomay yg udah lama pakai ✅✅✅👍👍👍,0,2025-11-01T04:24:52Z
@pixinia3447,Xiaomi 17 air keren siih,0,2025-11-01T04:22:14Z
@sandiriana2394,"bang rekomendasiin hp harga 1-1,5jutaan dong di tahun 2025",0,2025-11-01T04:20:59Z
@santicahyati9808,iya bener iphone 17 promax jadi kaya andorid,0,2025-11-01T04:13:55Z
@VenenoSvj,Bang itu hp hp eks review dijual ga bang?😊,0,2025-11-01T04:10:23Z
@ArieKurnia-x5q,Gw tebak iphone pakai layar belajang di series iphone 20,0,2025-11-01T04:09:05Z
@Mathron_Lee,sebenarnya hanya teori pribadi sih. Sebenar Xiaomi 17 Pro Max itu adalah the true Iphone 17 Pro Max. kok bisa? karena perang tarif yg gila akhirnya Iphone pindah ke India. lah trus China yg udah bikin Iphone sebanyak gitu trus gimana?? Ya udah d jual ke perusahan lain Xiaomi lah yang mencomot. btw jerohan HP tdk di bahas karena Jerohan HP rahasia perusahaan masing2.,0,2025-11-01T04:02:25Z
@bimisikocheng,24:08 baru nyadar pake meta raybands setelah liat pov ini,0,2025-11-01T03:49:07Z
@Cookingitsnotcook,Bang tolong review huawei matepad 11.5 (2025) 😊,0,2025-11-01T03:38:30Z
@minkee2742,Ikbal mana bang david😂,0,2025-11-01T03:34:09Z
@rioalexandria,"Kata kata hari ini, ""4×4 sialnya kuadrat""",0,2025-11-01T03:22:31Z
@Walken-tj7gt,"Ada yg tau, mas david di menit 23:53 pake kacamata apa?",0,2025-11-01T03:20:36Z
@kakshan9901,"Ya elah puny IP cumn buat alarm kerja 🤣 nyesel beli IP,. Pdhl IP 14 pro MX,. Tetep enak android jauh mending buat alarm wkwk",0,2025-11-01T03:19:49Z
@ardhan.r1162,Bang review motorola g06 power 1jt an,0,2025-11-01T03:13:48Z
@akma677,review iqoo z10r bang david,0,2025-11-01T03:05:11Z
@Uptoyouthen,"Ada org yg beli karena barangnya. Ada org yg beli karena pricetagnya.

Kalo Xiaomi dan Apple di balik keadaanya, pasti hasilnya beda.

Misal Xiaomi buatan barat dan bnyk dipake dan di endorse artist luar dan indo.
Pasti org beli Xiaomi",0,2025-11-01T03:02:21Z
@MhmmdFikrii15_,nonton dulu beli nanti,0,2025-11-01T02:53:31Z
@ZIDANEDITZ33,Bang riview Samsung a17 dong,0,2025-11-01T02:43:15Z
@ekonofiyanto3927,"mungkin kedua hp ini kalo aku yg punya hanya buat WA saja sih,selebihnya itu gak berguna",0,2025-11-01T02:41:12Z
@esdegan7176,"HIDUP XIAOMI . . . HIDUP BYD . . . HIDUP CHINAAAAAA 
PECINTA BARAT = PECINTA LAGIBATUK HUUUUUUUUU ",0,2025-11-01T02:29:37Z
@Ar_drive1,Gila bg Dafid 2hari 2jt penonton,0,2025-11-01T02:20:16Z
@Gurunya_Doraemon,10:40 Aaaaaa tidak kucingnya lucu pengen beli😅,0,2025-11-01T02:01:09Z
@enor096,ada realme terbaru bang 15t review dongg,0,2025-11-01T01:54:29Z
@alghifari5918,"Xiaomi, HP yang penuh dengan iklan",0,2025-11-01T01:46:57Z
@anakrantaumsc2243,Ahh beli 2 2 nya aja ah biar gak bingung🫢,1,2025-11-01T01:44:50Z
@NathanSaddamHussein,Kenapa ya selalu hitam putih vidio nya? 😊,0,2025-11-01T01:38:02Z
@tioiobio,"Bandingin ama ade nya bang, si Xiaomi 11 ultra",0,2025-11-01T01:37:25Z
@wyea,Sejujurnya layar di belakang gitu rasanya kok bakal gak terlalu kepakai. Ada pendapat lain?,0,2025-11-01T01:07:41Z
@Aldyringo_98,"Nah, kalo udah Xiaomi dijamin tembus sejuta views.",0,2025-11-01T01:06:40Z
@HengkiWahyudi-s6x,Saya user iphone garis keras. Tapi stelah sekian lama jujur benci dan kecewa bgt sih ama iphone17promax ini. Skrg dibandingin ama xiomi jadi minder njir malu pokoe mah.,32,2025-11-01T00:50:41Z
